id,listing_url,scrape_id,last_searched,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,region_id,region_name,region_parent_id,region_parent_name,region_parent_parent_id,region_parent_parent_name,reviews_per_month
4959430,https://www.airbnb.com/rooms/4959430,2.02101E+13,,27/1/2021,BEACHSIDE BLISS!,"Wake up to the sun rising over gorgeous Mona Vale Beach! Our funky 2 bedroom apartment is fully furnished with bespoke wooden furniture, has a huge kitchen, balcony and beach views. Easy walking distance to cafes, bars, restaurants golf and beach.",,https://a0.muscache.com/pictures/62139256/64281314_original.jpg,20679356,https://www.airbnb.com/users/show/20679356,Jess,29/8/2014,"New South Wales, Australia",,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/20679356/profile_pic/1409305771/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20679356/profile_pic/1409305771/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,-33.67747,151.31306,Entire apartment,Entire home/apt,2,,1 bath,2,1,"[""Free parking on premises"", ""Essentials"", ""Wifi"", ""Washer"", ""TV"", ""Dryer"", ""Kitchen"", ""Long term stays allowed"", ""Smoke alarm""]",$99.00,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,27/1/2021,2,0,0,22/3/2016,2/4/2016,90,9,8,10,10,10,10,,,f,1,1,0,0,16370,Pittwater ,1,New South Wales,,,0.03
4988605,https://www.airbnb.com/rooms/4988605,2.02101E+13,,27/1/2021,Modern Sydney Beach Cottage,"A modern renovated 4 bedroom cottage available April 2015 on Sydney's beautiful Northern Beaches. Only a 10 minute flat walk to the famous North Narrabeen beach & 5 minutes to our gorgeous swimming lake, restaurants, shops & public transport.<br /><br /><b>The space</b><br />Open plan living with sunny north aspect in a family friendly neighbourhood","Family friendly neighbourhood with an easy flat walk to the lake, beach & the restaurants and facilities of North Narrabeen",https://a0.muscache.com/pictures/63341537/633c4e9e_original.jpg,21205048,https://www.airbnb.com/users/show/21205048,Jarrod,11/9/2014,AU,,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/21205048/profile_pic/1421297786/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21205048/profile_pic/1421297786/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"North Narrabeen, New South Wales, Australia",-33.7069,151.2919,Entire house,Entire home/apt,8,,2 baths,4,6,"[""Free parking on premises"", ""Essentials"", ""Wifi"", ""Washer"", ""Heating"", ""Cable TV"", ""Dryer"", ""TV"", ""Kitchen"", ""Fire extinguisher"", ""Smoke alarm"", ""Long term stays allowed""]",$395.00,5,1125,5,5,1125,1125,5,1125,,t,0,0,0,0,27/1/2021,0,0,0,,,,,,,,,,,,t,1,1,0,0,16370,Pittwater ,1,New South Wales,,,
34652772,https://www.airbnb.com/rooms/34652772,2.02101E+13,,1/2/2021,"""Sea Beauty"" the Whale Beach Escape","Our beach escape sits high up on the cliffs overlooking both Dolphin Bay and Whale Beach (a view that frequently promises dolphins and whales sightings) and Avalon beaches.  It's totally private and quiet, apart from the local birdlife, and gentle lull of ocean waves. Epitome of peaceful serenity.<br /><br /><b>The space</b><br />“..this home is as or more beautiful than its pictures. Stayed in winter and saw many whales from the comfort of the home” Jessica <br />“..the house was beautifully equipped and warm in winter. It also has gorgeous views.” Claire <br />“..a little piece of heaven.” Maria <br /><br />It is an open place yet very private. The positioning is perfect to take in the entire sky over the ocean for watching astonishing sunrises and gentle sunsets along with the Stars at night.<br /><br /><b>Other things to note</b><br />Sadly we dont accept pets.","Best coffee and food in walking distance at Whale Beach Deli, The Beach or short drive to either Avalon or Palm Beach.",https://a0.muscache.com/pictures/e4089ca7-147b-455f-a4bc-b5fe7dcfd9d5.jpg,96124128,https://www.airbnb.com/users/show/96124128,Mark,21/9/2016,"Whale Beach, New South Wales, Australia","Cant live without great red wine, Extra cheese CC's, sound of the ocean, ocean swims, my daughters laughter and my wife's style and grace. Netflix/Stan/Prime/movie suggestions? Ask away. Food? Fish and chips.",within a few hours,100%,91%,t,https://a0.muscache.com/im/pictures/user/21d78902-af40-4ae4-ba24-c5a6738b2818.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/21d78902-af40-4ae4-ba24-c5a6738b2818.jpg?aki_policy=profile_x_medium,Palm Beach,1,1,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id', 'work_email']",t,t,"Whale Beach, New South Wales, Australia",-33.61652,151.33125,Entire house,Entire home/apt,6,,2 baths,3,3,"[""TV"", ""Garden or backyard"", ""Coffee maker"", ""Long term stays allowed"", ""Iron"", ""Dryer"", ""Hot water"", ""Cleaning before checkout"", ""Private entrance"", ""Oven"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Cable TV"", ""Essentials"", ""Stove"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Bed linens"", ""Free parking on premises"", ""Dishwasher"", ""First aid kit"", ""Keypad"", ""Dishes and silverware"", ""Patio or balcony"", ""Fire extinguisher"", ""Wifi"", ""BBQ grill"", ""Refrigerator""]",$850.00,7,1125,7,7,1125,1125,7,1125,,t,0,0,0,0,1/2/2021,56,18,0,28/5/2019,21/11/2020,97,10,9,10,10,10,10,,,f,1,1,0,0,16370,Pittwater ,1,New South Wales,,,2.73
40434462,https://www.airbnb.com/rooms/40434462,2.02101E+13,23/1/2021,31/1/2021,Seaview Getaway - beachfront family home,"Fantastic family home straight across South Beach, where kids and pets can run free. Quiet setting. Suitable for couples or small family.  The ocean sounds and views make you instantly relax. Surfing, swimming, fishing, hiking, whale watching, all within 3 min. walk or drive. Upstairs, laundry and garage is available to guests, downstairs is used by owners for storage. You will have the house to yourselves. Pet friendly for small dogs only, pre-approval required, yard is not fenced. Free WIFI.<br /><br /><b>The space</b><br />All living and sleeping areas are upstairs on the first level.  The open plan living and dining open up to both a front and back balcony.  The house is light and airy and is decorated with local prints and beach style art works.  It breathes good vibes. The three bedrooms and modern bathroom are down the hallway. Two bedrooms have ocean views and sliding doors onto the front veranda. Clothing racks and/or drawers in each room are provided for storage. <br />The fr","Our region is blessed with magnificent beaches, fresh locally grown food and the great outdoors.  Enjoy a laid back lifestyle, with friendly people, where keeping fit, enjoying life and preserving nature surrounding us is paramount.",https://a0.muscache.com/pictures/d99be929-3ea4-436e-837e-df550574a12b.jpg,43662800,https://www.airbnb.com/users/show/43662800,Susan,8/9/2015,"Sydney, New South Wales, Australia","Hi! i am Susan de Jonge and moved from Sydney to the Port Macquarie area in 2014 after falling in love with the area and a local man.  I started my own holiday acommodation business along the Port Macquarie coastline called mySOLscape (escape to the sun) so guests can discover and enjoy the area too!  I live in the beautiful coastal town of Bonny Hills just south of Port. I have traveled the world and lived in Europe, USA and China and have made Australia my home now, my roots are Dutch.  I spent 7 years in Sydney working in the professional service industry and was commuting back and forth between Port Macquarie and Sydney for the past years.
Bonny Hills was and will always be my city escape with a permanent holiday feel, you can't beat nature around here, you will find unspoiled and uncrowded beaches, with city conveniences still nearby (Port Macquarie 20-25 min drive).
I am trying to keep fit on the trails and beaches, love bush adventures and scuba diving. I also like cooking fresh food, guests can treat themselves to the herbs and veggies in the garden of certain properties. My mantra: if you don't go, you don't see. Why; why not? ",within an hour,97%,90%,t,https://a0.muscache.com/im/pictures/user/c7142b95-4dd5-41b8-b061-4a98f71b59f5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c7142b95-4dd5-41b8-b061-4a98f71b59f5.jpg?aki_policy=profile_x_medium,,47,47,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Dunbogan, New South Wales, Australia",-31.65183,152.82837,Entire house,Entire home/apt,6,,1 bath,3,3,"[""Dishwasher"", ""Heating"", ""Cooking basics"", ""Dishes and silverware"", ""Free street parking"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Essentials"", ""Oven"", ""Free parking on premises"", ""Dedicated workspace"", ""Microwave"", ""Waterfront"", ""Stove"", ""Shampoo"", ""Wifi"", ""Refrigerator"", ""Kitchen"", ""Dryer"", ""Smoke alarm""]",$183.00,2,89,2,5,89,89,2.3,89,,t,12,31,47,284,31/1/2021,4,2,0,11/1/2020,16/3/2020,85,8,8,10,10,9,8,,,t,43,43,0,0,16380,Port Macquarie-Hastings ,1,New South Wales,,,0.31
5894600,https://www.airbnb.com/rooms/5894600,2.02101E+13,,27/1/2021,Modern Townhouse Mona Vale village,"ONE WEEK ONLY IN JANUARY <br />400 m to the beach, close to shops, golf, restaurants, pub and transport. Townhouse is set well back from road noise. Large living area, mod kitchen, 2 bathrooms, laundry, 2 double bedrooms, entertainer garden & parking<br /><br /><b>The space</b><br />Close to all transport, great surf beaches, nearby sailing clubs, very good shopping precinct, 2 golf clubs, 2 bowling clubs Aand RSL club",Neighbors are very helpful and easy to get along with.,https://a0.muscache.com/pictures/73437193/cff43bce_original.jpg,30613955,https://www.airbnb.com/users/show/30613955,Tony And Colette,4/4/2015,"Sydney, New South Wales, Australia",,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/30613955/profile_pic/1428206539/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30613955/profile_pic/1428206539/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Mona Vale, New South Wales, Australia",-33.67729,151.30832,Entire townhouse,Entire home/apt,4,,1.5 baths,2,2,"[""Free parking on premises"", ""Essentials"", ""Wifi"", ""Washer"", ""First aid kit"", ""Heating"", ""Cable TV"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Air conditioning""]",$850.00,2,14,2,2,14,14,2,14,,t,0,0,0,0,27/1/2021,0,0,0,,,,,,,,,,,,t,1,1,0,0,16370,Pittwater ,1,New South Wales,,,
39617176,https://www.airbnb.com/rooms/39617176,2.02101E+13,23/1/2021,31/1/2021,Little Palms - 2 Bedroom Family Cabin,"We have 14 different sized cabins available.<br />This newly renovated, 2 Bedroom cabin has ample room for either 2 couples or a couple and 2 singles.<br />If you require more beds, the lounge room couch folds out allowing space for another two people (Total 6 max).<br />The kitchen is as big as a house with all the expected items including an oven, induction cook top, microwave, fridge and all the required utensils.<br />There is plenty of space to eat inside with a 6 place dining table<br />We think you'll love it!","The cabins are within walking distance of local coffee shops, food outlets, Woolworths, beaches, Foreshore Reserve, 4WD beach access and fishing.",https://a0.muscache.com/pictures/94fd26d8-4afb-4d58-a928-a05f7b9ec27e.jpg,247355398,https://www.airbnb.com/users/show/247355398,Jess,7/3/2019,"Jolly Nose, New South Wales, Australia",,within an hour,96%,100%,t,https://a0.muscache.com/im/pictures/user/f904883b-6303-410f-a5ff-ede1eff8f67c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f904883b-6303-410f-a5ff-ede1eff8f67c.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,"Lake Cathie, New South Wales, Australia",-31.55081,152.85448,Entire cabin,Entire home/apt,6,,1 bath,2,4,"[""Hangers"", ""Air conditioning"", ""Hot water"", ""Dryer"", ""Wifi"", ""Free street parking"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Fire extinguisher"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Essentials"", ""Cooking basics"", ""Dedicated workspace"", ""Iron"", ""Washer"", ""Long term stays allowed""]",$233.00,1,1125,1,7,99,99,2,99,,t,18,48,69,342,31/1/2021,9,8,1,3/1/2020,23/1/2021,98,10,10,10,10,10,9,,,t,4,4,0,0,16380,Port Macquarie-Hastings ,1,New South Wales,,,0.68
14873381,https://www.airbnb.com/rooms/14873381,2.02101E+13,24/1/2021,3/2/2021,Taylors Retreat - Clareville,"Right opposite Taylors Point Beach, our house ""Taylors Retreat"" has stunning due north facing views. 3 min drive to Avalon village's cafes, restaurants, shops, & magnificent Avalon Beach. Our beloved house is full of sunlight with 2 separate living spaces wrapping around a central courtyard, providing ideal areas for children to play & parents to relax. The large terrace overlooks Pittwater, perfect for sun-washed  breakfasts & dinners a-glow in sunsets. She is beautiful!",,https://a0.muscache.com/pictures/0cdaa280-5610-4520-b0ff-e1a8b581b11b.jpg,93215543,https://www.airbnb.com/users/show/93215543,David,2/9/2016,AU,"Hi !, Way back we thought of renting as a way of helping to fund our own trips, (as many do), be those for skiing, surfing, white water rafting or other.
We didn't proceed with the idea and the listing has hung about in case we get motivated. So, here we are again, 2020 and rethinking the idea. had a recent enquiry and realised we hadn't changed the price since 2016
This is our Home, i designed it, my brother built it. (he's also built houses for Glen Murcutt, Casey Brown and many others). ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/653f5c32-62b2-4c25-9aaf-9fb640de2f85.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/653f5c32-62b2-4c25-9aaf-9fb640de2f85.jpg?aki_policy=profile_x_medium,,1,1,"['phone', 'work_email']",t,f,,-33.63612,151.30744,Entire house,Entire home/apt,8,,2.5 baths,4,6,"[""TV"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Indoor fireplace"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Essentials""]",$930.00,14,21,14,14,21,21,14,21,,t,1,1,1,1,3/2/2021,0,0,0,,,,,,,,,,,,f,1,1,0,0,16370,Pittwater ,1,New South Wales,,,
14749102,https://www.airbnb.com/rooms/14749102,2.02101E+13,,27/1/2021,Beachside Cabin 2mins from village and Beach,"Escape to Avalon Beach with this chic cabin only 2mins walk to village & beach.  Head up an enchanting pathway to the back of our family home, finds your private oasis, paved in sandstone, french doors opening up to a light and bright seaside escape.  Incl. Full kitchenette, white linen sheets, en suite bathroom, and a Nespresso - for the perfect morning coffee.<br /><br />You can enjoy the best of both worlds here being only moments from Avalon's sea pool, pristine beach and shops/bars and restaurants.<br /><br /><b>The space</b><br />This self-contained cabin is a wonderful place to escape, there is a fully equipped kitchenette and completely renovated bathroom.  Towels and all bedding is supplied.<br />The cabin is set in the backyard of our family home.<br /><br /><b>Guest access</b><br />Access cabin from south side of property, through gate and up a enchanting path.  Please don't hesitate in contact Mike (PHONE NUMBER HIDDEN) or Caroline (PHONE NUMBER HIDDEN) if you have any ques","The community of Avalon is very unique, so friendly and full of energy. Come make yourself at home.",https://a0.muscache.com/pictures/9fab5035-d9b4-414e-91bf-b8b4a3c508e7.jpg,12185028,https://www.airbnb.com/users/show/12185028,Caroline,12/2/2014,"Avalon Beach, New South Wales, Australia","We are passionate about, family friends and growing old together.  Caz loves homewares and interiors, whilst Mike loves fitness and the outdoors.  We have 4 wonderful kids, 2 boys and 2 girls.  We moved to Avalon Beach because we love the lifestyle here, the community and the shear beauty that Pittwater has to offer.
Some things we can't live without would be, good coffee, good wine, sunrises and family (not in that order).  Recent travels took us to Mexico and LA, whats not to love.  ",N/A,N/A,80%,f,https://a0.muscache.com/im/users/12185028/profile_pic/1423888844/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12185028/profile_pic/1423888844/original.jpg?aki_policy=profile_x_medium,Avalon,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,"Avalon Beach, New South Wales, Australia",-33.63861,151.32437,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,"[""Garden or backyard"", ""Essentials"", ""Host greets you"", ""Hot water"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Heating"", ""Refrigerator"", ""Hangers"", ""Beach essentials"", ""Microwave"", ""Smoke alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Air conditioning"", ""Hair dryer"", ""Patio or balcony"", ""Free street parking"", ""TV"", ""Kitchen""]",$126.00,2,30,2,2,1125,1125,2,1125,,t,0,1,1,2,27/1/2021,125,3,0,27/9/2016,22/3/2020,98,10,10,10,10,10,10,,,f,1,1,0,0,16370,Pittwater ,1,New South Wales,,,2.37
2172385,https://www.airbnb.com/rooms/2172385,2.02101E+13,23/1/2021,30/1/2021,Absolute Beachfront — The Mona View,"Welcome to our little piece of beach paradise.<br /><br />---<br /><br />The Mona View has breathtaking point blank water views and private direct access to one of Sydney’s most spectacular beaches. The sand and surf are at your feet, an ocean pool is just a few steps away, and if you’re lucky you may spot a whale or two from the comfort of the balcony.<br /><br />The apartment is fully renovated to be your personal beach haven, with quality furniture, home comforts, and the ambient sound of waves crashing on the shore.<br /><br /><b>Guest access</b><br />The Mona View is all yours, with the garden shared by our wonderful neighbours.  The beach is one of the quietest in Sydney, a well-kept secret visited by mostly locals, and you'll often find it's just you and the marine life enjoying a swim.<br /><br /><b>Other things to note</b><br />We love your kids!  We have books, games and beach toys galore so they can busy themselves while the adults relax. <br /><br />While we also love your ",,https://a0.muscache.com/pictures/fcf62bd2-bd82-4799-9b34-fe878999f98c.jpg,11027939,https://www.airbnb.com/users/show/11027939,Lucy,5/1/2014,"Greenwich, New South Wales, Australia","I am a lawyer, enjoy travel and meeting new people.",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/86e4e2c9-94ac-4e9f-9fd3-c53b684c6874.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/86e4e2c9-94ac-4e9f-9fd3-c53b684c6874.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,-33.67616,151.31485,Entire apartment,Entire home/apt,4,,1 bath,2,3,"[""Dishwasher"", ""Heating"", ""Patio or balcony"", ""Cooking basics"", ""Babysitter recommendations"", ""Beachfront"", ""Dishes and silverware"", ""Free street parking"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Washer"", ""TV"", ""Hot water"", ""Hair dryer"", ""Lockbox"", ""Sound system"", ""Iron"", ""Essentials"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Barbecue utensils"", ""Shower gel"", ""Extra pillows and blankets"", ""Oven"", ""Beach essentials"", ""Dedicated workspace"", ""Microwave"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Waterfront"", ""Stove"", ""Hangers"", ""Shampoo"", ""Body soap"", ""Wifi"", ""Pocket wifi"", ""Garden or backyard"", ""Conditioner"", ""BBQ grill"", ""Refrigerator"", ""Freezer"", ""Kitchen"", ""Dryer"", ""Bed linens"", ""Outdoor furniture"", ""Smoke alarm""]",$244.00,3,365,3,3,1125,1125,3,1125,,t,7,16,42,314,30/1/2021,136,23,4,20/2/2014,26/1/2021,98,10,10,10,10,10,10,,,t,1,1,0,0,16370,Pittwater ,1,New South Wales,,,1.61
47296137,https://www.airbnb.com/rooms/47296137,2.02101E+13,23/1/2021,31/1/2021,Paws On Surf,Pet friendly pad just a short stroll to Flynn’s beach.,,https://a0.muscache.com/pictures/1911fe4e-b046-4303-ae56-75e40383c0bc.jpg,115598300,https://www.airbnb.com/users/show/115598300,Lou,9/2/2017,"Port Macquarie, New South Wales, Australia",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d5bc564d-5e59-4294-814f-f63918a79ed0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d5bc564d-5e59-4294-814f-f63918a79ed0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,-31.44047,152.92507,Entire apartment,Entire home/apt,6,,1.5 baths,2,6,"[""Kitchen"", ""Dryer"", ""Fire extinguisher"", ""TV"", ""Heating"", ""Patio or balcony"", ""Hot water"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Washer""]",$150.00,2,26,2,2,1125,1125,2,1125,,t,15,40,52,133,31/1/2021,7,7,7,10/1/2021,25/1/2021,100,10,10,10,10,10,10,,,t,1,1,0,0,16380,Port Macquarie-Hastings ,1,New South Wales,,,7
29629025,https://www.airbnb.com/rooms/29629025,2.02101E+13,23/1/2021,30/1/2021,Fi's Relaxing Beach House opposite dog beach,Very very large top floor of private house completely self contained.directly opposite Shelly Beach Nobby's dog beach and children's playground. Well behaved Dogs welcome. Use of huge fenced backyard. Quiet convenient to everything. Plenty of parking. Air Conditioning. Heating. Netflix.Fans in every room. Perfect sea breeze all day. Wrap around entertainers verandahs front and back. BBQDishwasher facilities. Complete equiped kitchen. Portable cot available . Owner on site.<br /><br /><b>The space</b><br />Relax on the front balcony or the back! The choice is yours! Both with furniture set up for relaxed entertaining. Scenic outlook<br /><br /><b>Other things to note</b><br />Please note January bookings are Sunday to Sunday Sunday to Friday Friday and Saturday nights only,Easy stroll to Flyn's Beach Restaurants.,https://a0.muscache.com/pictures/eb6cdc9e-f97f-445a-bdbc-eaac9511e83c.jpg,197411640,https://www.airbnb.com/users/show/197411640,Fiona,23/6/2018,"Port Macquarie, New South Wales, Australia","I am very family friendly service wonderful and provides a clean relaxing atmosphere 
",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/a7368041-b45f-47a3-bfde-a816e28ad1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a7368041-b45f-47a3-bfde-a816e28ad1c9.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,"Port Macquarie, New South Wales, Australia",-31.44935,152.9312,Entire house,Entire home/apt,6,,2.5 baths,2,2,"[""Ceiling fan"", ""Dishwasher"", ""Crib"", ""Heating"", ""Patio or balcony"", ""sound Bluetooth sound system"", ""Cooking basics"", ""Baby safety gates"", ""Babysitter recommendations"", ""Beachfront"", ""Game console"", ""Dishes and silverware"", ""Rice maker"", ""Free street parking"", ""Long term stays allowed"", ""Fire extinguisher"", ""Children\u2019s books and toys"", ""Cleaning before checkout"", ""Nespresso machine"", ""TV"", ""First aid kit"", ""Air conditioning"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Essentials"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Barbecue utensils"", ""Shower gel"", ""Extra pillows and blankets"", ""Oven"", ""Dedicated workspace"", ""Microwave"", ""High chair"", ""Bathtub"", ""Breakfast"", ""Stove"", ""Hangers"", ""Soap body soap"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Garden or backyard"", ""Outlet covers"", ""Baking sheet"", ""BBQ grill"", ""Refrigerator"", ""Freezer"", ""Kitchen"", ""Dryer"", ""Changing table"", ""Pack \u2019n Play/travel crib"", ""Bed linens"", ""soap conditioner"", ""Children\u2019s dinnerware"", ""Washer""]",$300.00,2,1125,2,2,1125,1125,2,1125,,t,11,38,65,294,30/1/2021,27,12,3,22/12/2018,25/1/2021,99,10,10,10,10,10,10,,,f,3,3,0,0,16380,Port Macquarie-Hastings ,1,New South Wales,,,1.05
3459070,https://www.airbnb.com/rooms/3459070,2.02101E+13,24/1/2021,30/1/2021,Riverside Retreat,"Relax in fantastic Port Macquarie in comfort & style in modern accommodation overlooking the beautiful Hastings River. Both spacious bedrms overlook the river and have separate bathrms.  During school holidays there is usually a minimum 3 night stay, with preference to longer stays & preferably no checkouts on public holidays.  Blocked dates may be available on request. 2 night stays can be negotiated except over Christmas period<br /><br /><b>The space</b><br />Bed 1 - spacious queen room with large covered balcony and outdoor seating and roomy ensuite. Lge flat screen TV in room<br />Bed 2 - Your bedroom has a queen bed with small balcony directly above the river.  Flat screen TV with built in DVD  in room. You have access to your own roomy private bathroom with bath, shower, WC & linen, soap, shampoo and hair drier.<br />There are stairs in the house &  therefore may not be suitable for your small children ...<br /><br /><b>Guest access</b><br />There is parking in a small parking l","Quite neighbourhood directly fronting the beautiful Hastings River. At the end of the street is the ferry to North Shore, a great park on the bend of the river with lovely sandy beach, kids play ground, picnic & BBQ facilities & a licenced café/restaraunt. The Boat shed hires out water craft & boards.",https://a0.muscache.com/pictures/43732944/8382d0ec_original.jpg,14704292,https://www.airbnb.com/users/show/14704292,Sharon,25/4/2014,"Port Macquarie, New South Wales, Australia","I love being in Port Macquarie and particularly where I live. My favourite down time is spent sitting on my deck watching the water and all the activities that go on out there, whether it be sail boats, cruise boats, dolphins or kayakers. I find it all very relaxing. I work part time as a TAFE teacher –so the holidays are numerous and I intend to start making the most of them.  I enjoy doing Airbnb   and I look forward to meeting interesting people from all corners of the globe. Port Macquarie is a great spot & I would be happy to organise anything you may need prior to your arrival.",N/A,N/A,67%,t,https://a0.muscache.com/im/users/14704292/profile_pic/1398410541/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/14704292/profile_pic/1398410541/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,f,"Port Macquarie, New South Wales, Australia",-31.41415,152.89233,Entire townhouse,Entire home/apt,4,,2.5 baths,2,4,"[""Essentials"", ""Refrigerator"", ""Stove"", ""Waterfront"", ""Dishes and silverware"", ""Bed linens"", ""Private entrance"", ""Heating"", ""Washer"", ""Bathtub"", ""TV"", ""Wifi"", ""Free street parking"", ""Air conditioning"", ""Hangers"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Microwave"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Free parking on premises"", ""Hot water"", ""Shower gel"", ""Cooking basics"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Dedicated workspace"", ""Smoke alarm""]",$185.00,3,30,3,3,30,30,3,30,,t,0,0,0,45,30/1/2021,49,1,0,25/9/2014,15/2/2020,97,10,10,10,10,10,10,,,f,2,1,1,0,16380,Port Macquarie-Hastings ,1,New South Wales,,,0.63
